 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0,13928846,8283571,8399581,8339761,8272926,8472911,8293596,8444231,8179986,8382241,8199371,8336431,8264566,8423741,8368356,8327846,8224741,8318211,8267846,8357811,8273486,8329161,8262681,8433631,8263456,8443626,8226681,8420361,8245126,8284661,8371316,8262266,8257996,8368866,8211366,8318401,8148046,8280951,8226776,8360391,8204191,8417136,8251586,8341056,8223656,8465206,8272066,8309631,8225111,8325091,8201086,8329346,8221861,8401661,8185301,8235136,8244341,8552716,8246606,8456231,8295646,8388721,8233254
1,13928846,0,25383198,2918272,2898402,2874713,2942064,2882599,2932560,2845693,2908922,2852294,2895072,2872745,2924854,2906223,2892879,2858488,2889636,2876025,2903668,2875273,2894194,2870860,2928352,2871635,2931955,2860428,2927866,2866089,2881654,2909183,2872043,2872567,2908331,2851505,2889826,2832929,2877944,2860523,2906248,2850722,2924641,2866157,2899697,2857403,2940751,2873853,2887448,2858858,2896516,2854009,2894379,2855608,2921950,2844616,2864089,2865304,2970733,2867569,2938168,2884649,2915402,2861813
2,8283571,25383198,0,8248067,2914407,2890558,2958349,2898484,2948785,2861338,2925027,2867979,2911077,2888570,2941039,2922268,2908864,2874233,2905601,2891850,2919713,2891118,2910179,2886685,2944557,2887460,2948180,2876173,2944031,2881874,2897539,2925228,2887888,2888372,2924396,2867230,2905791,2848514,2893829,2876268,2922293,2866427,2940806,2881962,2915702,2873148,2957016,2889698,2903393,2874603,2912481,2869694,2910364,2871353,2938075,2860281,2879874,2881089,2987178,2883354,2954413,2900534,2931507,2877598
3,8399581,2918272,8248067,0,23433114,2928398,2997157,2936412,2987461,2898738,2963439,2905467,2949269,2926366,2979627,2960548,2947012,2911853,2943705,2929646,2957993,2928958,2948327,2924481,2983189,2925256,2986856,2913793,2982575,2919582,2935467,2963508,2925728,2926124,2962720,2904806,2943895,2885782,2931757,2913888,2960573,2903959,2979350,2919714,2953894,2910768,2995780,2927538,2941453,2912223,2950585,2907182,2948512,2908973,2976531,2897725,2917582,2918797,3026338,2921062,2993133,2938462,2969919,2915306
4,8339761,2898402,2914407,23433114,0,7196095,2976787,2916442,2967151,2879008,2943249,2885697,2929179,2906456,2959357,2940418,2926942,2892023,2923655,2909736,2937863,2909028,2928257,2904571,2962899,2905346,2966546,2893963,2962325,2899712,2915497,2943378,2905798,2906234,2942570,2884996,2923845,2866112,2911787,2894058,2940443,2884169,2959100,2899824,2933804,2890938,2975430,2907608,2921423,2892393,2930535,2887412,2928442,2889143,2956321,2877975,2897712,2898927,3005808,2901192,2972803,2918492,2949729,2895436
5,8272926,2874713,2890558,2928398,7196095,0,23658763,2892593,2942758,2855543,2919048,2862168,2905138,2882703,2935028,2916313,2902933,2868398,2899678,2885983,2913758,2885243,2904248,2880818,2938538,2881593,2942153,2870338,2938028,2876023,2891648,2919273,2882013,2882513,2918433,2861403,2899868,2842743,2887938,2870433,2916338,2860608,2934803,2876103,2909763,2867313,2950973,2883823,2897478,2868768,2906558,2863883,2904433,2865518,2932088,2854478,2874023,2875238,2981063,2877503,2948378,2894643,2925528,2871747
6,8472911,2942064,2958349,2997157,2976787,23658763,0,7772464,3012045,2922278,2987807,2929079,2973457,2950230,3004139,2984808,2971164,2935573,2967821,2953510,2982253,2952858,2972479,2948345,3007737,2949120,3011440,2937513,3007051,2943374,2959439,2987768,2949628,2949952,2987016,2928490,2968011,2909214,2955729,2937608,2984833,2927607,3003826,2943542,2978082,2934488,3020436,2951438,2965533,2935943,2974701,2930794,2972664,2932693,3000935,2921301,2941374,2942589,3051318,2944854,3017753,2962434,2994287,2939098
7,8293596,2882599,2898484,2936412,2916442,2892593,7772464,0,23683075,2863373,2927062,2870014,2913112,2890605,2943074,2924303,2910899,2876268,2907636,2893885,2921748,2893153,2912214,2888720,2946592,2889495,2950215,2878208,2946066,2883909,2899574,2927263,2889923,2890407,2926431,2869265,2907826,2850549,2895864,2878303,2924328,2868462,2942841,2883997,2917737,2875183,2959051,2891733,2905428,2876638,2914516,2871729,2912399,2873388,2940110,2862316,2881909,2883124,2989213,2885389,2956448,2902569,2933542,2879633
8,8444231,2932560,2948785,2987461,2967151,2942758,3012045,23683075,0,6371532,2978111,2919635,2963821,2940702,2994395,2975148,2961540,2926093,2958209,2943982,2972593,2943318,2962855,2938817,2997981,2939592,3001672,2928033,2997319,2933870,2949875,2978108,2940088,2940436,2977344,2919022,2958399,2899830,2946165,2928128,2975173,2918151,2994094,2934026,2968446,2925008,3010644,2941898,2955933,2926463,2965089,2921350,2963040,2923213,2991227,2911869,2931870,2933085,3041418,2935350,3007973,2952870,2984591,2929594
9,8179986,2845693,2861338,2898738,2879008,2855543,2922278,2863373,6371532,0,23655689,2833348,2875678,2853603,2905208,2886773,2873513,2839458,2870298,2856883,2884218,2856103,2874828,2851718,2908678,2852493,2912253,2841398,2908248,2847003,2862428,2889733,2852873,2853453,2888853,2832503,2870488,2814123,2858718,2841493,2886798,2831748,2905023,2847043,2880303,2838373,2920993,2854683,2868138,2839828,2877178,2835063,2875013,2836578,2902388,2825698,2845003,2846218,2950723,2848483,2918438,2865423,2895868,2842727
10,8382241,2908922,2925027,2963439,2943249,2919048,2987807,2927062,2978111,23655689,0,8402497,2939919,2917016,2970277,2951198,2937662,2902503,2934355,2920296,2948643,2919608,2938977,2915131,2973839,2915906,2977506,2904443,2973225,2910232,2926117,2954158,2916378,2916774,2953370,2895456,2934545,2876432,2922407,2904538,2951223,2894609,2970000,2910364,2944544,2901418,2986430,2918188,2932103,2902873,2941235,2897832,2939162,2899623,2967181,2888375,2908232,2909447,3016988,2911712,2983783,2929112,2960569,2905956
11,8199371,2852294,2867979,2905467,2885697,2862168,2929079,2870014,2919635,2833348,8402497,0,23992010,2860220,2911969,2893478,2880194,2846043,2876971,2863500,2890923,2862728,2881509,2858335,2915447,2859110,2919030,2847983,2915001,2853604,2869069,2896438,2859498,2860062,2895566,2839080,2877161,2820644,2865359,2848078,2893503,2838317,2911776,2853652,2886992,2844958,2927786,2861308,2874803,2846413,2883851,2841624,2881694,2843163,2909125,2832251,2851604,2852819,2957588,2855084,2925223,2872064,2902597,2849328
