 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0,4076045,4093556,4153717,4122322,4090708,4189792,4100944,4175275,4044063,4144956,4052901,4121538,4086718,4165158,4138470,4116789,4066806,4111934,4087044,4131763,4090861,4117224,4085368,4169929,4086447,4175034,4067167,4161782,4076560,4093677,4139527,4083651,4082352,4136760,4060730,4112394,4028263,4093203,4067399,4132124,4056548,4161279,4080512,4122402,4066400,4184983,4090483,4107489,4066536,4113677,4053243,4117621,4065672,4152552,4046687,4069327,4076078,4228604,4076557,4180456,4101165,4146955,4077959
1,4076045,0,1411490,1431701,1421080,1410240,1443806,1414084,1438877,1395555,1427734,1398001,1420296,1409446,1435152,1426042,1418743,1402318,1417084,1409772,1424129,1410393,1419178,1408096,1436727,1409175,1438636,1402679,1434972,1405680,1411611,1427099,1407977,1408276,1425930,1399438,1417544,1389343,1411137,1402911,1424490,1398452,1434469,1406436,1421160,1401912,1442193,1410015,1415835,1402048,1418827,1398343,1419575,1401184,1432134,1394983,1403241,1405198,1457050,1405677,1440862,1414305,1429733,1407079
2,4093556,1411490,0,1438186,1427515,1416595,1450381,1420459,1445422,1401810,1434219,1404276,1426731,1415791,1441677,1432497,1425168,1408623,1423499,1416117,1430584,1416748,1425603,1414441,1443262,1415520,1445181,1408984,1441487,1412005,1417986,1433554,1414332,1414611,1432395,1405733,1423959,1395568,1417512,1409216,1430945,1404737,1440984,1412771,1427595,1408217,1448758,1416370,1422240,1408353,1425242,1404618,1426000,1407489,1438629,1401248,1409566,1411523,1463705,1412002,1447417,1420680,1436218,1413404
3,4153717,1431701,1438186,0,1447968,1436872,1471142,1440780,1466117,1421867,1454782,1424377,1447184,1436046,1462328,1452994,1445599,1428790,1443908,1436372,1451081,1437025,1446034,1434696,1463935,1435775,1465876,1429151,1462116,1432216,1438307,1454051,1434609,1434844,1452914,1425878,1444368,1415559,1437833,1429383,1451442,1424860,1461613,1433004,1448048,1428384,1469497,1436647,1442627,1428520,1445651,1424719,1446431,1427656,1459214,1421327,1429777,1431734,1484642,1432213,1468134,1441001,1456781,1433615
4,4122322,1421080,1427515,1447968,0,1426221,1460271,1430109,1455276,1411316,1444001,1413806,1436453,1425405,1451507,1442243,1434878,1418189,1433197,1425731,1440330,1426374,1435313,1424055,1453104,1425134,1455035,1418550,1451305,1421595,1427636,1443300,1423958,1424213,1442153,1415287,1433657,1405038,1427162,1418782,1440691,1414279,1450802,1422373,1437317,1417783,1458636,1425996,1431926,1417919,1434940,1414148,1435710,1417055,1448423,1410766,1419156,1421113,1473691,1421592,1457283,1430330,1446000,1422994
5,4090708,1410240,1416595,1436872,1426221,0,1449031,1419189,1444084,1400588,1432905,1403046,1425437,1414533,1440347,1431195,1423878,1407381,1422213,1414859,1429282,1415486,1424313,1413183,1441928,1414262,1443843,1407742,1440161,1410755,1416716,1432252,1413070,1413357,1431089,1404495,1422673,1394358,1416242,1407974,1429643,1403503,1439658,1411517,1426301,1406975,1447412,1415108,1420958,1407111,1423956,1403388,1424710,1406247,1437311,1400022,1408316,1410273,1462323,1410752,1446075,1419410,1434904,1412154
6,4189792,1443806,1450381,1471142,1460271,1449031,0,1452975,1478618,1433846,1467175,1436392,1459487,1448187,1474793,1465333,1457884,1440859,1456175,1448513,1463420,1449184,1458319,1446837,1476418,1447916,1478377,1441220,1474563,1444321,1450502,1466390,1446768,1446967,1465271,1437929,1456635,1427484,1450028,1441452,1463781,1436893,1474060,1445127,1460351,1440453,1482034,1448806,1454876,1440589,1457918,1436734,1458716,1439725,1471625,1433324,1441882,1443839,1497341,1444318,1480653,1453196,1469174,1445720
7,4100944,1414084,1420459,1440780,1430109,1419189,1452975,0,1448016,1404404,1436813,1406870,1429325,1418385,1444271,1435091,1427762,1411217,1426093,1418711,1433178,1419342,1428197,1417035,1445856,1418114,1447775,1411578,1444081,1414599,1420580,1436148,1416926,1417205,1434989,1408327,1426553,1398162,1420106,1411810,1433539,1407331,1443578,1415365,1430189,1410811,1451352,1418964,1424834,1410947,1427836,1407212,1428594,1410083,1441223,1403842,1412160,1414117,1466299,1414596,1450011,1423274,1438812,1415998
8,4175275,1438877,1445422,1466117,1455276,1444084,1478618,1448016,0,1428959,1462150,1431493,1454492,1443246,1469744,1460326,1452895,1435942,1451192,1443572,1458413,1444237,1453330,1441896,1471363,1442975,1473316,1436303,1469520,1439392,1445543,1461383,1441821,1442032,1460258,1433018,1451652,1422615,1445069,1436535,1458774,1431988,1469017,1440192,1455356,1435536,1476961,1443859,1449899,1435672,1452935,1431835,1453727,1434808,1466594,1428431,1436953,1438910,1492214,1439389,1475586,1448237,1464149,1440791
9,4044063,1395555,1401810,1421867,1411316,1400588,1433846,1404404,1428959,0,1417900,1388461,1410532,1399808,1425262,1416250,1408993,1392736,1407348,1400134,1414337,1400741,1409428,1398458,1426823,1399537,1428718,1393097,1425096,1396070,1401931,1417307,1398325,1398652,1416124,1389870,1407808,1379873,1401457,1393329,1414698,1388898,1424593,1396812,1411396,1392330,1432247,1400363,1406113,1392466,1409091,1388803,1409825,1391602,1422286,1385457,1393631,1395588,1446978,1396067,1430930,1404625,1419899,1397469
